source,target,r_name,r_address,r_location,r_ratio
10052.0,8905.0,100.0,100.0,100.0,
8905.0,802.0,100.0,100.0,100.0,
8905.0,10052.0,100.0,100.0,100.0,
87.0,10274.0,100.0,100.0,100.0,
87.0,5001.0,100.0,100.0,100.0,
10274.0,87.0,100.0,100.0,100.0,
10274.0,5001.0,100.0,100.0,100.0,
5001.0,87.0,100.0,100.0,100.0,
5001.0,10274.0,100.0,100.0,100.0,
4289.0,7173.0,100.0,93.0,100.0,
7173.0,4289.0,100.0,93.0,100.0,
6933.0,2903.0,100.0,100.0,100.0,
2903.0,6933.0,100.0,100.0,100.0,
5441.0,927.0,100.0,100.0,100.0,
927.0,5441.0,100.0,100.0,100.0,
7859.0,2495.0,100.0,92.0,100.0,
7859.0,984.0,100.0,100.0,100.0,
7859.0,1348.0,100.0,92.0,100.0,
2495.0,7859.0,100.0,92.0,100.0,
2495.0,984.0,100.0,92.0,100.0,
2495.0,1348.0,100.0,100.0,100.0,
984.0,7859.0,100.0,100.0,100.0,
984.0,2495.0,100.0,92.0,100.0,
984.0,1348.0,100.0,92.0,100.0,
1348.0,7859.0,100.0,92.0,100.0,
1348.0,2495.0,100.0,100.0,100.0,
1348.0,984.0,100.0,92.0,100.0,
665.0,7214.0,100.0,100.0,100.0,
7214.0,665.0,100.0,100.0,100.0,
7023.0,8912.0,100.0,100.0,100.0,
8912.0,7023.0,100.0,100.0,100.0,
10499.0,4673.0,100.0,100.0,100.0,
10499.0,7240.0,100.0,79.0,100.0,
4673.0,10499.0,100.0,100.0,100.0,
4673.0,7240.0,100.0,100.0,100.0,
10451.0,930.0,100.0,100.0,100.0,
930.0,10451.0,100.0,100.0,100.0,
2384.0,8917.0,100.0,100.0,100.0,
8917.0,2384.0,100.0,100.0,100.0,
2920.0,6643.0,100.0,100.0,100.0,
6643.0,2920.0,100.0,100.0,100.0,
7671.0,6931.0,100.0,100.0,100.0,
6931.0,7671.0,100.0,100.0,100.0,
6778.0,6385.0,100.0,100.0,100.0,
6385.0,6778.0,100.0,100.0,100.0,
5010.0,1354.0,100.0,100.0,100.0,
1354.0,5010.0,100.0,100.0,100.0,
3465.0,8264.0,100.0,100.0,100.0,
8264.0,3465.0,100.0,100.0,100.0,
10449.0,5631.0,100.0,100.0,100.0,
5631.0,10449.0,100.0,100.0,100.0,
7282.0,2517.0,100.0,100.0,100.0,
2517.0,7282.0,100.0,100.0,100.0,
8925.0,4873.0,100.0,100.0,100.0,
8925.0,3470.0,100.0,100.0,100.0,
4873.0,8925.0,100.0,100.0,100.0,
4873.0,3470.0,100.0,100.0,100.0,
3470.0,8925.0,100.0,100.0,100.0,
3470.0,4873.0,100.0,100.0,100.0,
1360.0,851.0,100.0,100.0,100.0,
851.0,1360.0,100.0,100.0,100.0,
3711.0,7915.0,100.0,100.0,100.0,
7915.0,3711.0,100.0,100.0,100.0,
2430.0,5035.0,100.0,100.0,100.0,
5035.0,2430.0,100.0,100.0,100.0,
9571.0,4352.0,100.0,100.0,100.0,
4352.0,9571.0,100.0,100.0,100.0,
4098.0,1005.0,100.0,100.0,100.0,
1005.0,4098.0,100.0,100.0,100.0,
8939.0,3157.0,100.0,100.0,100.0,
539.0,2283.0,100.0,100.0,100.0,
2283.0,539.0,100.0,100.0,100.0,
3157.0,8939.0,100.0,100.0,100.0,
195.0,8345.0,100.0,100.0,100.0,
8345.0,195.0,100.0,100.0,100.0,
2494.0,7265.0,95.0,100.0,100.0,
2255.0,10293.0,100.0,100.0,100.0,
2255.0,7065.0,94.0,100.0,100.0,
2208.0,2940.0,100.0,100.0,100.0,
2208.0,823.0,100.0,100.0,100.0,
10293.0,2255.0,100.0,100.0,100.0,
10293.0,7065.0,94.0,69.0,100.0,
2940.0,2208.0,100.0,100.0,100.0,
2940.0,823.0,100.0,100.0,100.0,
823.0,2208.0,100.0,100.0,100.0,
823.0,2940.0,100.0,100.0,100.0,
7257.0,4074.0,100.0,100.0,100.0,
4074.0,7257.0,100.0,100.0,100.0,
564.0,2328.0,100.0,100.0,100.0,
10475.0,5645.0,100.0,100.0,100.0,
5645.0,10475.0,100.0,100.0,100.0,
9361.0,2327.0,100.0,100.0,100.0,
2327.0,9361.0,100.0,100.0,100.0,
769.0,3488.0,100.0,100.0,100.0,
3488.0,769.0,100.0,100.0,100.0,
540.0,2284.0,100.0,50.0,100.0,
2284.0,540.0,100.0,50.0,100.0,
10356.0,9978.0,100.0,100.0,100.0,
9978.0,10356.0,100.0,100.0,100.0,
8137.0,906.0,100.0,100.0,100.0,
906.0,8137.0,100.0,100.0,100.0,
777.0,3183.0,100.0,100.0,100.0,
3183.0,777.0,100.0,100.0,100.0,
7265.0,2494.0,95.0,100.0,100.0,
7065.0,2255.0,94.0,100.0,100.0,
7065.0,10293.0,94.0,69.0,100.0,
9581.0,1041.0,100.0,100.0,100.0,
1041.0,9581.0,100.0,100.0,100.0,
3505.0,470.0,100.0,100.0,100.0,
470.0,3505.0,100.0,100.0,100.0,
1395.0,940.0,100.0,100.0,100.0,
1395.0,8963.0,100.0,100.0,100.0,
940.0,1395.0,100.0,100.0,100.0,
940.0,8963.0,100.0,100.0,100.0,
8963.0,1395.0,100.0,100.0,100.0,
8963.0,940.0,100.0,100.0,100.0,
1398.0,2954.0,100.0,100.0,100.0,
1398.0,4688.0,100.0,100.0,100.0,
1398.0,7078.0,100.0,100.0,100.0,
2954.0,1398.0,100.0,100.0,100.0,
2954.0,4688.0,100.0,100.0,100.0,
2954.0,7078.0,100.0,100.0,100.0,
4688.0,1398.0,100.0,100.0,100.0,
4688.0,2954.0,100.0,100.0,100.0,
4688.0,7078.0,100.0,100.0,100.0,
7078.0,1398.0,100.0,100.0,100.0,
7078.0,2954.0,100.0,100.0,100.0,
7078.0,4688.0,100.0,100.0,100.0,
2328.0,564.0,100.0,100.0,100.0,
1399.0,6764.0,100.0,73.0,100.0,
6764.0,1399.0,100.0,73.0,100.0,
3166.0,801.0,100.0,100.0,100.0,
801.0,3166.0,100.0,100.0,100.0,
9201.0,6739.0,100.0,53.0,100.0,
6739.0,9201.0,100.0,53.0,100.0,
5906.0,6413.0,100.0,44.0,100.0,
6413.0,5906.0,100.0,44.0,100.0,
1401.0,6682.0,100.0,53.0,100.0,
6682.0,1401.0,100.0,53.0,100.0,
8305.0,7808.0,100.0,100.0,100.0,
7808.0,8305.0,100.0,100.0,100.0,
1208.0,8712.0,100.0,59.0,100.0,
8712.0,1208.0,100.0,59.0,100.0,
3530.0,4886.0,100.0,100.0,100.0,
3530.0,890.0,100.0,100.0,100.0,
4886.0,3530.0,100.0,100.0,100.0,
4886.0,890.0,100.0,100.0,100.0,
890.0,3530.0,100.0,100.0,100.0,
890.0,4886.0,100.0,100.0,100.0,
7325.0,3191.0,100.0,100.0,100.0,
7325.0,4102.0,100.0,100.0,100.0,
7325.0,10097.0,100.0,100.0,100.0,
3191.0,7325.0,100.0,100.0,100.0,
3191.0,4102.0,100.0,100.0,100.0,
3191.0,10097.0,100.0,100.0,100.0,
4102.0,7325.0,100.0,100.0,100.0,
4102.0,3191.0,100.0,100.0,100.0,
4102.0,10097.0,100.0,100.0,100.0,
10097.0,7325.0,100.0,100.0,100.0,
10097.0,3191.0,100.0,100.0,100.0,
10097.0,4102.0,100.0,100.0,100.0,
7699.0,3961.0,100.0,100.0,100.0,
3961.0,7699.0,100.0,100.0,100.0,
5594.0,9595.0,100.0,100.0,100.0,
9595.0,5594.0,100.0,100.0,100.0,
1424.0,6729.0,100.0,100.0,100.0,
6729.0,1424.0,100.0,100.0,100.0,
9422.0,2654.0,100.0,100.0,100.0,
9422.0,10642.0,100.0,60.0,100.0,
2654.0,9422.0,100.0,100.0,100.0,
2654.0,10642.0,100.0,100.0,100.0,
10642.0,9422.0,100.0,60.0,100.0,
10642.0,2654.0,100.0,100.0,100.0,
8801.0,206.0,100.0,100.0,100.0,
206.0,8801.0,100.0,100.0,100.0,
10661.0,3830.0,100.0,100.0,100.0,
10661.0,8450.0,100.0,100.0,100.0,
3830.0,10661.0,100.0,100.0,100.0,
3830.0,8450.0,100.0,100.0,100.0,
8450.0,10661.0,100.0,100.0,100.0,
8450.0,3830.0,100.0,100.0,100.0,
6063.0,1430.0,100.0,100.0,100.0,
1430.0,6063.0,100.0,100.0,100.0,
283.0,2647.0,100.0,100.0,100.0,
2647.0,283.0,100.0,100.0,100.0,
279.0,5077.0,100.0,100.0,100.0,
5077.0,279.0,100.0,100.0,100.0,
8996.0,144.0,100.0,100.0,100.0,
144.0,8996.0,100.0,100.0,100.0,
76.0,7034.0,100.0,100.0,100.0,
7034.0,76.0,100.0,100.0,100.0,
2213.0,9340.0,100.0,100.0,100.0,
9340.0,2213.0,100.0,100.0,100.0,
2397.0,8998.0,100.0,100.0,100.0,
8998.0,2397.0,100.0,100.0,100.0,
5698.0,2582.0,100.0,90.0,100.0,
2582.0,5698.0,100.0,90.0,100.0,
4998.0,9608.0,100.0,100.0,100.0,
9608.0,4998.0,100.0,100.0,100.0,
1443.0,9004.0,100.0,100.0,100.0,
1443.0,964.0,100.0,100.0,100.0,
9004.0,1443.0,100.0,100.0,100.0,
9004.0,964.0,100.0,100.0,100.0,
964.0,1443.0,100.0,100.0,100.0,
964.0,9004.0,100.0,100.0,100.0,
3578.0,8360.0,100.0,100.0,100.0,
8360.0,3578.0,100.0,100.0,100.0,
2482.0,8351.0,100.0,100.0,100.0,
8351.0,2482.0,100.0,100.0,100.0,
10419.0,2359.0,100.0,100.0,100.0,
2359.0,10419.0,100.0,100.0,100.0,
5299.0,4972.0,96.0,100.0,100.0,
4972.0,5299.0,96.0,100.0,100.0,
8196.0,2112.0,100.0,100.0,100.0,
2112.0,8196.0,100.0,100.0,100.0,
2180.0,523.0,100.0,100.0,100.0,
224.0,4088.0,100.0,100.0,100.0,
4088.0,224.0,100.0,100.0,100.0,
523.0,2180.0,100.0,100.0,100.0,
7748.0,3991.0,100.0,100.0,100.0,
3991.0,7748.0,100.0,100.0,100.0,
134.0,6319.0,100.0,100.0,100.0,
6319.0,134.0,100.0,100.0,100.0,
4065.0,10081.0,100.0,100.0,100.0,
4065.0,9024.0,100.0,100.0,100.0,
10081.0,4065.0,100.0,100.0,100.0,
10081.0,9024.0,100.0,100.0,100.0,
9024.0,4065.0,100.0,100.0,100.0,
9024.0,10081.0,100.0,100.0,100.0,
4043.0,2362.0,100.0,100.0,100.0,
2362.0,4043.0,100.0,100.0,100.0,
3960.0,9026.0,100.0,100.0,100.0,
9026.0,3960.0,100.0,100.0,100.0,
71.0,4309.0,100.0,100.0,100.0,
71.0,10244.0,100.0,100.0,100.0,
4309.0,71.0,100.0,100.0,100.0,
4309.0,10244.0,100.0,100.0,100.0,
10244.0,71.0,100.0,100.0,100.0,
10244.0,4309.0,100.0,100.0,100.0,
7371.0,4121.0,100.0,85.0,100.0,
7371.0,682.0,100.0,100.0,100.0,
4121.0,7371.0,100.0,85.0,100.0,
4121.0,682.0,100.0,100.0,100.0,
682.0,7371.0,100.0,100.0,100.0,
682.0,4121.0,100.0,100.0,100.0,
9034.0,9348.0,100.0,100.0,100.0,
9348.0,9034.0,100.0,100.0,100.0,
10398.0,154.0,100.0,100.0,100.0,
154.0,10398.0,100.0,100.0,100.0,
6982.0,7700.0,100.0,100.0,100.0,
7700.0,6982.0,100.0,100.0,100.0,
9035.0,10241.0,100.0,100.0,100.0,
9035.0,8232.0,100.0,100.0,100.0,
10241.0,9035.0,100.0,100.0,100.0,
10241.0,8232.0,100.0,100.0,100.0,
8232.0,9035.0,100.0,100.0,100.0,
8232.0,10241.0,100.0,100.0,100.0,
6272.0,7723.0,100.0,100.0,100.0,
6272.0,3974.0,100.0,100.0,100.0,
6272.0,9334.0,100.0,86.0,100.0,
7723.0,6272.0,100.0,100.0,100.0,
7723.0,3974.0,100.0,100.0,100.0,
7723.0,9334.0,100.0,100.0,100.0,
3974.0,6272.0,100.0,100.0,100.0,
3974.0,7723.0,100.0,100.0,100.0,
3974.0,9334.0,100.0,100.0,100.0,
9334.0,6272.0,100.0,86.0,100.0,
9334.0,7723.0,100.0,100.0,100.0,
9334.0,3974.0,100.0,100.0,100.0,
9040.0,4997.0,100.0,95.0,100.0,
4997.0,9040.0,100.0,95.0,100.0,
3613.0,976.0,100.0,100.0,100.0,
976.0,3613.0,100.0,100.0,100.0,
10172.0,4498.0,100.0,100.0,100.0,
10172.0,4308.0,100.0,57.0,100.0,
4498.0,10172.0,100.0,100.0,100.0,
4498.0,4308.0,100.0,55.0,100.0,
4308.0,10172.0,100.0,57.0,100.0,
4308.0,4498.0,100.0,55.0,100.0,
5264.0,10311.0,100.0,100.0,100.0,
10311.0,5264.0,100.0,100.0,100.0,
9624.0,7102.0,100.0,66.0,100.0,
7102.0,9624.0,100.0,66.0,100.0,
1206.0,5016.0,100.0,100.0,100.0,
5016.0,1206.0,100.0,100.0,100.0,
10500.0,194.0,100.0,100.0,100.0,
194.0,10500.0,100.0,100.0,100.0,
4697.0,5445.0,100.0,100.0,100.0,
5445.0,4697.0,100.0,100.0,100.0,
9056.0,294.0,100.0,100.0,100.0,
294.0,9056.0,100.0,100.0,100.0,
7360.0,4113.0,100.0,100.0,100.0,
4113.0,7360.0,100.0,100.0,100.0,
4018.0,3631.0,100.0,100.0,100.0,
3631.0,4018.0,100.0,100.0,100.0,
8298.0,1486.0,100.0,95.0,100.0,
8298.0,2356.0,100.0,95.0,100.0,
7399.0,2677.0,100.0,100.0,100.0,
2677.0,7399.0,100.0,100.0,100.0,
50.0,3238.0,100.0,100.0,100.0,
3238.0,50.0,100.0,100.0,100.0,
2837.0,9067.0,100.0,100.0,100.0,
9067.0,2837.0,100.0,100.0,100.0,
9063.0,1491.0,100.0,100.0,100.0,
9063.0,820.0,100.0,100.0,100.0,
1491.0,9063.0,100.0,100.0,100.0,
1491.0,820.0,100.0,100.0,100.0,
820.0,9063.0,100.0,100.0,100.0,
820.0,1491.0,100.0,100.0,100.0,
10358.0,5303.0,100.0,100.0,100.0,
5303.0,10358.0,100.0,100.0,100.0,
10099.0,270.0,100.0,100.0,100.0,
270.0,10099.0,100.0,100.0,100.0,
586.0,2532.0,100.0,100.0,100.0,
2532.0,586.0,100.0,100.0,100.0,
10618.0,8412.0,100.0,100.0,100.0,
8412.0,10618.0,100.0,100.0,100.0,
