node,child
2197,3927
2197,4312
2197,1317
2197,1314
2197,567
2197,566
2197,565
2197,564
2197,563
2197,3587
2197,3586
2444,2175
2444,709
2444,3753
2444,4175
2444,4173
2444,3268
2444,3152
2444,2197
2444,2567
2444,3589
2444,2326
2444,1610
2444,166
2444,4075
2444,3403
2444,1926
2444,1649
2444,1859
2444,437
2444,3836
2444,329
2444,2018
2444,964
2444,3181
2444,1262
2444,245
2444,1650
2444,1108
2444,2568
2444,1748
2444,2899
2444,3477
2444,3083
2444,63
2444,822
2444,3927
2444,1465
2444,3928
2444,1466
2444,1468
2444,3929
2444,4312
2444,1317
2444,1316
2444,1314
2444,1315
2444,1361
2444,567
2444,566
2444,565
2444,564
2444,563
2444,3587
2444,3586
3470,2882
3470,2559
2882,2559
2559,3470
316,4167
316,1201
2883,809
2406,4165
204,1557
2884,1099
2185,2374
2560,3078
1255,52
1358,295
1358,811
811,1100
811,2887
1100,295
1100,2887
2887,295
2887,811
2887,689
1359,3261
3259,3748
319,4166
319,735
319,2889
319,3471
319,1101
319,2562
319,1457
319,1205
319,3923
319,4072
319,3262
319,1922
319,1856
319,813
319,54
319,1256
319,962
319,560
319,559
319,562
319,561
319,3146
3925,3833
3925,689
3925,2496
3925,667
3925,3635
3925,412
3925,1684
3925,1992
3925,413
3925,1528
2890,56
814,620
814,55
620,55
55,814
3833,3925
3833,689
3835,1746
2443,1463
2567,709
2567,3753
2567,3268
2567,3152
2567,2444
2567,3589
2567,2326
2567,1610
2567,166
2567,4075
2567,3403
2567,1926
2567,1649
2567,1859
2567,437
2567,3836
2567,329
2567,2018
2567,964
2567,3181
2567,1262
2567,1108
2567,2568
2567,1748
2567,2899
2567,3477
2567,3083
2567,63
2567,822
2567,3927
2567,4312
2567,1361
2567,3587
2567,3586
728,3672
728,2893
728,1104
2441,708
708,3926
708,1462
708,819
708,57
708,1106
708,3473
708,2564
3589,709
3589,3753
3589,3268
3589,3152
3589,2444
3589,2567
3589,1610
3589,166
3589,4075
3589,3403
3589,1926
3589,1649
3589,1859
3589,437
3589,3836
3589,329
3589,2018
3589,964
3589,3181
3589,1262
3589,1108
3589,2568
3589,1748
3589,2899
3589,3477
3589,3083
3589,63
3589,822
3589,3927
3589,1465
3589,1468
3589,4312
3589,1317
3589,1361
3589,567
3589,566
3589,565
3589,564
3589,563
3589,3587
3589,3586
3084,2900
2900,1271
2900,716
2900,2583
2900,4082
2900,1943
2900,78
2900,1665
2900,3948
2900,347
710,307
710,4176
530,2196
322,3073
322,3669
322,614
322,1228
322,2892
322,1103
322,1459
322,815
322,1460
3672,2893
3672,1104
3672,3264
3672,1924
3672,1461
3672,2193
2191,817
2191,1105
2191,2894
323,1590
323,4340
323,3080
323,1258
323,3179
323,963
323,818
324,1645
324,2342
324,4073
324,1745
324,1925
324,3751
324,648
324,3265
324,2194
324,1175
324,4168
324,3180
324,646
324,647
324,2058
324,1858
324,3148
324,436
324,3926
324,1462
324,819
324,57
324,1259
324,2895
324,2351
324,1106
324,3473
324,2564
324,2303
3674,1558
1746,3081
2195,3082
2195,1107
3082,1107
820,58
820,2896
58,2896
3402,1016
3402,2566
3402,821
3402,3474
3402,59
325,1224
325,611
325,3147
325,2923
325,3095
325,4199
1224,611
1224,3147
1224,2923
1224,3095
1224,4199
611,325
611,1224
611,3147
1016,3402
1016,2566
1016,821
1016,3474
1016,59
1747,3266
1747,4169
1747,165
1747,3475
1747,1646
1747,4074
1747,1261
1747,60
2897,3266
2897,326
2897,165
2897,3475
2897,1646
2897,4074
2897,1261
2897,60
3266,326
3266,4169
3266,165
3266,3475
3266,1646
3266,4074
3266,1261
3266,60
326,2897
326,3266
326,165
326,3475
326,1646
326,4074
326,1261
326,60
4169,1747
4169,3266
4169,165
4169,3475
4169,1646
4169,4074
4169,1261
4169,60
1017,1185
1017,3267
1017,1464
1017,1360
1017,4321
1017,2898
1017,3476
1185,3267
1185,1464
1185,1360
1185,4321
1185,2898
1185,3476
1647,62
1647,4040
3267,1017
3267,1464
3267,1360
3267,4321
1464,1017
1464,1185
1464,3267
1464,4321
1464,2898
1464,3476
62,1647
62,4040
1360,1017
1360,1185
1360,3267
1360,4321
4321,1017
4321,1185
4321,3267
4321,1464
4321,1360
4321,2898
4321,3476
2898,1017
2898,1185
2898,1464
2898,4321
2898,3476
3476,1017
3476,1185
3476,1464
3476,4321
3476,2898
1206,1648
2326,4146
2326,554
2326,2175
2326,709
2326,3753
2326,3268
2326,3152
2326,2444
2326,2567
2326,1610
2326,1609
2326,166
2326,4075
2326,3403
2326,1926
2326,1649
2326,1859
2326,437
2326,3836
2326,329
2326,2018
2326,964
2326,3181
2326,1262
2326,1108
2326,2568
2326,1748
2326,2899
2326,3477
2326,3083
2326,63
2326,822
2326,3927
2326,4312
2326,1361
2326,3587
2326,3586
560,4166
560,735
560,2889
560,3471
560,1101
560,2562
560,1457
560,1205
560,3923
560,4072
560,3262
560,1922
560,1856
560,813
560,54
560,1256
560,962
560,319
560,559
560,562
560,561
559,4166
559,735
559,2889
559,3471
559,1101
559,2562
559,1457
559,1205
559,3923
559,4072
559,3262
559,1922
559,1856
559,813
559,54
559,1256
559,962
559,319
559,560
559,562
559,561
562,4166
562,735
562,2889
562,3471
562,1101
562,2562
562,1457
562,1205
562,3923
562,4072
562,3262
562,1922
562,1856
562,813
562,54
562,1256
562,962
562,319
562,560
562,559
562,561
561,4166
561,735
561,2889
561,3471
561,1101
561,2562
561,1457
561,1205
561,3923
561,4072
561,3262
561,1922
561,1856
561,813
561,54
561,1256
561,962
561,319
561,560
561,559
561,562
3146,4166
3146,735
3146,2889
3146,3471
3146,1101
3146,2562
3146,1457
3146,1205
3146,3923
3146,4072
3146,3262
3146,1922
3146,1856
3146,813
3146,54
3146,1256
3146,962
3146,319
2891,1606
614,3073
614,322
614,1228
614,2892
614,1103
614,1459
614,815
614,1460
1228,3073
1228,3669
1228,322
1228,614
1228,2892
1228,1103
1228,1459
1228,815
1228,1460
2892,3073
2892,3669
2892,322
2892,614
2892,1228
2892,1103
2892,1459
2892,815
2892,1460
1103,3073
1103,3669
1103,322
1103,614
1103,1228
1103,2892
1103,1459
1103,815
1103,1460
1459,3073
1459,3669
1459,322
1459,614
1459,1228
1459,2892
1459,1103
1459,815
1459,1460
815,3073
815,3669
815,322
815,614
815,1228
815,2892
815,1103
815,1459
815,1460
1460,3073
1460,3669
1460,322
1460,614
1460,1228
1460,2892
1460,1103
1460,1459
1460,815
3147,325
3147,1224
2893,728
2893,3672
2893,1104
2893,2563
2893,3264
2893,1924
2893,1461
2893,2193
1104,728
1104,3672
1104,2563
1104,3264
1104,1924
1104,1461
1104,2193
1590,4340
1590,3080
1590,3472
1590,1258
1590,3179
1590,963
1590,818
4340,323
4340,3080
4340,3472
4340,1258
4340,3179
4340,963
4340,818
3079,3750
817,2191
817,1105
817,2894
3080,323
3080,1590
3080,3472
3080,1258
3080,3179
3080,963
3080,818
3472,1590
3472,4340
3472,3080
3472,1258
3472,3179
3472,963
3472,818
2563,2893
2563,3264
2563,1924
2563,1461
2563,2193
1105,2894
2894,2191
2894,817
3264,3672
3264,2893
3264,1104
3264,2563
3264,1924
3264,1461
3264,2193
1924,3672
1924,2893
1924,1104
1924,2563
1924,3264
1924,1461
1924,2193
1461,3672
1461,2893
1461,1104
1461,2563
1461,3264
1461,1924
1461,2193
1258,323
1258,1590
1258,4340
1258,3080
1258,3472
1258,3179
1258,963
1258,818
3179,323
3179,1590
3179,4340
3179,3080
3179,3472
3179,1258
3179,963
3179,818
963,323
963,1590
963,4340
963,3080
963,3472
963,1258
963,3179
963,818
818,323
818,1590
818,4340
818,3080
818,3472
818,1258
818,3179
818,963
2193,2893
2193,1104
2193,2563
2193,3264
2193,1924
2193,1461
1645,2342
1645,4073
1645,1745
1645,1925
1645,3751
1645,648
1645,3265
1645,2194
1645,1175
1645,4168
1645,3180
1645,646
1645,647
1645,2058
1645,1858
1645,3148
1645,436
1645,3926
1645,1462
1645,819
1645,57
1645,1259
1645,2895
1645,2351
1645,1106
1645,3473
1645,2564
1645,2303
2342,324
2342,1645
2342,4073
2342,1745
2342,1925
2342,3751
2342,648
2342,3265
2342,2194
2342,1175
2342,4168
2342,3180
2342,646
2342,647
2342,2058
2342,1858
2342,3148
2342,436
2342,3926
2342,1462
2342,819
2342,57
2342,1259
2342,2895
2342,2351
2342,1106
2342,3473
2342,2564
2342,2303
4073,324
4073,2342
4073,1745
4073,1925
4073,3751
4073,648
4073,3265
4073,2194
4073,1175
4073,4168
4073,3180
4073,646
4073,647
4073,2058
4073,1858
4073,3148
4073,436
4073,3926
4073,1462
4073,819
4073,57
4073,1259
4073,2895
4073,2351
4073,1106
4073,3473
4073,2564
4073,2303
1745,324
1745,1645
1745,2342
1745,4073
1745,1925
1745,3751
1745,648
1745,3265
1745,2194
1745,1175
1745,4168
1745,3180
1745,646
1745,647
1745,2058
1745,1858
1745,3148
1745,436
1745,3926
1745,1462
1745,819
1745,57
1745,1259
1745,2895
1745,2351
1745,1106
1745,3473
1745,2564
1745,2303
1925,324
1925,1645
1925,2342
1925,4073
1925,1745
1925,3751
1925,648
1925,3265
1925,2194
1925,1175
1925,4168
1925,3180
1925,646
1925,647
1925,2058
1925,1858
1925,3148
1925,436
1925,3926
1925,1462
1925,819
1925,57
1925,1259
1925,2895
1925,2351
1925,1106
1925,3473
1925,2564
1925,2303
3751,324
3751,1645
3751,2342
3751,4073
3751,1745
3751,1925
3751,648
3751,3265
3751,2194
3751,1175
3751,4168
3751,3180
3751,646
3751,647
3751,2058
3751,1858
3751,3148
3751,436
3751,3926
3751,1462
3751,819
3751,57
3751,1259
3751,2895
3751,2351
3751,1106
3751,3473
3751,2564
3751,2303
648,324
648,1645
648,2342
648,4073
648,1745
648,1925
648,3751
648,3265
648,2194
648,1175
648,4168
648,3180
648,646
648,647
648,2058
648,1858
648,3148
648,436
648,3926
648,1462
648,819
648,57
648,1259
648,2895
648,2351
648,1106
648,3473
648,2564
648,2303
3265,324
3265,1645
3265,2342
3265,4073
3265,1745
3265,1925
3265,3751
3265,648
3265,2194
3265,1175
3265,4168
3265,3180
3265,646
3265,647
3265,2058
3265,1858
3265,3148
3265,436
3265,3926
3265,1462
3265,819
3265,57
3265,1259
3265,2895
3265,2351
3265,1106
3265,3473
3265,2564
3265,2303
2194,324
2194,1645
2194,2342
2194,4073
2194,1925
2194,3751
2194,648
2194,3265
2194,1175
2194,4168
2194,3180
2194,646
2194,647
2194,2058
2194,1858
2194,3148
2194,436
2194,3926
2194,1462
2194,819
2194,57
2194,1259
2194,2895
2194,2351
2194,1106
2194,3473
2194,2564
2194,2303
1175,324
1175,1645
1175,2342
1175,4073
1175,1745
1175,1925
1175,3751
1175,648
1175,3265
1175,2194
1175,4168
1175,3180
1175,646
1175,647
1175,2058
1175,1858
1175,3148
1175,436
1175,3926
1175,1462
1175,819
1175,57
1175,1259
1175,2895
1175,2351
1175,1106
1175,3473
1175,2564
1175,2303
4168,324
4168,1645
4168,2342
4168,4073
4168,1745
4168,1925
4168,3751
4168,648
4168,3265
4168,1175
4168,3180
4168,646
4168,647
4168,2058
4168,1858
4168,3148
4168,436
4168,3926
4168,1462
4168,819
4168,57
4168,1259
4168,2895
4168,2351
4168,1106
4168,3473
4168,2564
4168,2303
3180,324
3180,1645
3180,2342
3180,4073
3180,1745
3180,1925
3180,3751
3180,648
3180,3265
3180,2194
3180,1175
3180,4168
3180,646
3180,647
3180,2058
3180,1858
3180,3148
3180,436
3180,3926
3180,1462
3180,819
3180,57
3180,1259
3180,2895
3180,2351
3180,1106
3180,3473
3180,2564
3180,2303
646,324
646,1645
646,2342
646,4073
646,1745
646,1925
646,3751
646,648
646,3265
646,2194
646,1175
646,4168
646,3180
646,647
646,2058
646,1858
646,3148
646,436
646,3926
646,1462
646,819
646,57
646,1259
646,2895
646,2351
646,1106
646,3473
646,2564
646,2303
647,324
647,1645
647,2342
647,4073
647,1745
647,1925
647,3751
647,648
647,3265
647,2194
647,1175
647,4168
647,3180
647,646
647,2058
647,1858
647,3148
647,436
647,3926
647,1462
647,819
647,57
647,1259
647,2895
647,2351
647,1106
647,3473
647,2564
647,2303
2058,324
2058,1645
2058,4073
2058,1745
2058,1925
2058,3751
2058,648
2058,3265
2058,2194
2058,1175
2058,4168
2058,3180
2058,646
2058,647
2058,1858
2058,3148
2058,436
2058,3926
2058,1462
2058,819
2058,57
2058,1259
2058,2895
2058,2351
2058,1106
2058,3473
2058,2564
2058,2303
1858,324
1858,1645
1858,2342
1858,4073
1858,1745
1858,1925
1858,3751
1858,648
1858,3265
1858,2194
1858,1175
1858,4168
1858,3180
1858,646
1858,647
1858,2058
1858,3148
1858,436
1858,3926
1858,1462
1858,819
1858,57
1858,1259
1858,2895
1858,2351
1858,1106
1858,3473
1858,2564
1858,2303
3148,324
3148,1645
3148,2342
3148,4073
3148,1745
3148,1925
3148,3751
3148,648
3148,3265
3148,2194
3148,1175
3148,4168
3148,3180
3148,646
3148,647
3148,2058
3148,1858
3148,436
3148,3926
3148,1462
3148,819
3148,57
3148,1259
3148,2895
3148,2351
3148,1106
3148,3473
3148,2564
3148,2303
436,324
436,1645
436,2342
436,4073
436,1745
436,1925
436,3751
436,648
436,3265
436,2194
436,1175
436,4168
436,3180
436,646
436,647
436,2058
436,1858
436,3148
436,3926
436,1462
436,819
436,57
436,1259
436,2895
436,2351
436,1106
436,3473
436,2564
436,2303
2706,3473
3926,324
3926,1645
3926,2342
3926,4073
3926,1745
3926,1925
3926,3751
3926,648
3926,3265
3926,2194
3926,1175
3926,4168
3926,3180
3926,646
3926,647
3926,2058
3926,1858
3926,3148
3926,436
3926,1462
3926,819
3926,57
3926,1259
3926,2895
3926,2351
3926,1106
3926,3473
3926,2564
3926,2303
1462,708
1462,324
1462,1645
1462,2342
1462,4073
1462,1745
1462,1925
1462,3751
1462,648
1462,3265
1462,2194
1462,1175
1462,4168
1462,3180
1462,646
1462,647
1462,2058
1462,1858
1462,3148
1462,436
1462,3926
1462,819
1462,57
1462,1259
1462,2895
1462,2351
1462,1106
1462,3473
1462,2564
1462,2303
819,708
819,324
819,1645
819,2342
819,4073
819,1745
819,1925
819,3751
819,648
819,3265
819,2194
819,1175
819,4168
819,3180
819,646
819,647
819,2058
819,1858
819,3148
819,436
819,3926
819,1462
819,57
819,1259
819,2895
819,2351
819,1106
819,3473
819,2564
819,2303
57,708
57,324
57,1645
57,2342
57,4073
57,1745
57,1925
57,3751
57,648
57,3265
57,2194
57,1175
57,4168
57,3180
57,646
57,647
57,2058
57,1858
57,3148
57,436
57,3926
57,1462
57,819
57,1259
57,2895
57,2351
57,1106
57,3473
57,2564
57,2303
1259,324
1259,1645
1259,2342
1259,4073
1259,1745
1259,1925
1259,3751
1259,648
1259,3265
1259,2194
1259,1175
1259,4168
1259,3180
1259,646
1259,647
1259,2058
1259,1858
1259,3148
1259,436
1259,3926
1259,1462
1259,819
1259,57
1259,2351
1259,331
1259,3847
1259,966
1259,1112
1259,2303
2895,324
2895,1645
2895,2342
2895,4073
2895,1745
2895,1925
2895,3751
2895,648
2895,3265
2895,2194
2895,1175
2895,4168
2895,3180
2895,646
2895,647
2895,2058
2895,1858
2895,3148
2895,436
2895,3926
2895,1462
2895,819
2895,57
2895,2351
2895,2303
2351,324
2351,1645
2351,2342
2351,4073
2351,1745
2351,1925
2351,3751
2351,648
2351,3265
2351,2194
2351,1175
2351,4168
2351,3180
2351,646
2351,647
2351,2058
2351,1858
2351,3148
2351,436
2351,3926
2351,1462
2351,819
2351,57
2351,1259
2351,2895
2351,1106
2351,3473
2351,2564
2351,2303
1106,708
1106,324
1106,1645
1106,2342
1106,4073
1106,1745
1106,1925
1106,3751
1106,648
1106,3265
1106,2194
1106,1175
1106,4168
1106,3180
1106,646
1106,647
1106,2058
1106,1858
1106,3148
1106,436
1106,3926
1106,1462
1106,819
1106,57
1106,2351
1106,3473
1106,2564
1106,2303
3473,708
3473,324
3473,1645
3473,2342
3473,4073
3473,1745
3473,1925
3473,3751
3473,648
3473,3265
3473,2194
3473,1175
3473,4168
3473,3180
3473,646
3473,647
3473,2058
3473,1858
3473,3148
3473,436
3473,3926
3473,1462
3473,819
3473,57
3473,2351
3473,1106
3473,2564
3473,2303
2564,708
2564,324
2564,1645
2564,2342
2564,4073
2564,1745
2564,1925
2564,3751
2564,648
2564,3265
2564,2194
2564,1175
2564,4168
2564,3180
2564,646
2564,647
2564,2058
2564,1858
2564,3148
2564,436
2564,3926
2564,1462
2564,819
2564,57
2564,2351
2564,1106
2564,3473
2564,2303
1558,1043
1558,1042
2896,820
1107,1857
1107,2195
2707,3475
2565,2442
2565,2566
2565,821
2565,3474
2565,59
165,727
165,1747
165,2897
165,326
165,4169
165,3475
165,1646
165,4074
165,1261
165,60
2442,2566
2442,821
2442,3474
2442,59
3475,1747
3475,2897
3475,3266
3475,326
3475,4169
3475,165
3475,1646
3475,4074
3475,1261
3475,60
2566,1016
2566,2565
2566,821
2566,3474
2566,59
821,3402
821,1016
821,2565
821,2442
821,2566
821,3474
821,59
3474,3402
3474,1016
3474,2565
3474,2442
3474,2566
3474,821
3474,59
59,3402
59,1016
59,2565
59,2442
59,2566
59,821
59,3474
1646,1747
1646,2897
1646,3266
1646,326
1646,4169
1646,165
1646,3475
1646,4074
1646,1261
1646,60
4074,1747
4074,2897
4074,3266
4074,326
4074,4169
4074,165
4074,3475
4074,1646
4074,1261
4074,60
1261,1747
1261,2897
1261,3266
1261,326
1261,4169
1261,165
1261,3475
1261,1646
1261,4074
1261,60
60,1747
60,2897
60,3266
60,326
60,4169
60,165
60,3475
60,1646
60,4074
60,1261
540,541
1610,4146
1610,554
1610,2175
1610,709
1610,3753
1610,3268
1610,3152
1610,2444
1610,2567
1610,3589
1610,1609
1610,166
1610,4075
1610,3403
1610,1926
1610,1649
1610,1859
1610,437
1610,3836
1610,329
1610,2018
1610,964
1610,3181
1610,1262
1610,1108
1610,2568
1610,1748
1610,2899
1610,3477
1610,3083
1610,63
1610,822
1610,3927
1610,4312
1610,1361
1610,567
1610,566
1610,565
1610,564
1610,563
1610,3587
1610,3586
1609,2326
1609,245
1609,3929
166,2175
166,709
166,3753
166,4175
166,4173
166,3268
166,3152
166,2197
166,2444
166,2567
166,3589
166,2326
166,1610
166,4075
166,3403
166,1926
166,1649
166,1859
166,437
166,3836
166,329
166,2018
166,964
166,3181
166,1262
166,245
166,1650
166,1108
166,2568
166,1748
166,2899
166,3477
166,3083
166,63
166,822
166,3927
166,1465
166,3928
166,1466
166,1468
166,3929
166,4312
166,1317
166,1316
166,1314
166,1315
166,1361
166,3587
166,3586
4075,2175
4075,709
4075,3753
4075,4175
4075,4173
4075,3268
4075,3152
4075,2197
4075,2444
4075,2567
4075,3589
4075,2326
4075,1610
4075,166
4075,3403
4075,1926
4075,1649
4075,1859
4075,437
4075,3836
4075,329
4075,2018
4075,964
4075,3181
4075,1262
4075,245
4075,1650
4075,1108
4075,2568
4075,1748
4075,2899
4075,3477
4075,3083
4075,63
4075,822
4075,3927
4075,1465
4075,3928
4075,1466
4075,1468
4075,3929
4075,4312
4075,1317
4075,1316
4075,1314
4075,1315
4075,1361
4075,3587
4075,3586
3403,2175
3403,709
3403,3753
3403,4175
3403,4173
3403,3268
3403,3152
3403,2197
3403,2444
3403,2567
3403,3589
3403,2326
3403,1610
3403,166
3403,4075
3403,1926
3403,1649
3403,1859
3403,437
3403,3836
3403,329
3403,2018
3403,964
3403,3181
3403,1262
3403,245
3403,1650
3403,1108
3403,2568
3403,1748
3403,2899
3403,3477
3403,3083
3403,63
3403,822
3403,3927
3403,1465
3403,3928
3403,1466
3403,1468
3403,3929
3403,4312
3403,1317
3403,1316
3403,1314
3403,1315
3403,1361
3403,3587
3403,3586
1926,2175
1926,709
1926,3753
1926,4175
1926,4173
1926,3268
1926,3152
1926,2197
1926,2444
1926,2567
1926,3589
1926,2326
1926,1610
1926,166
1926,4075
1926,3403
1926,1649
1926,1859
1926,437
1926,3836
1926,329
1926,2018
1926,964
1926,3181
1926,1262
1926,245
1926,1650
1926,1108
1926,2568
1926,1748
1926,2899
1926,3477
1926,3083
1926,63
1926,822
1926,3927
1926,1465
1926,3928
1926,1466
1926,1468
1926,3929
1926,4312
1926,1317
1926,1316
1926,1314
1926,1315
1926,1361
1926,3587
1926,3586
1649,2175
1649,709
1649,3753
1649,4175
1649,4173
1649,3268
1649,3152
1649,2197
1649,2444
1649,2567
1649,3589
1649,2326
1649,1610
1649,166
1649,4075
1649,3403
1649,1926
1649,1859
1649,437
1649,3836
1649,329
1649,2018
1649,964
1649,3181
1649,1262
1649,245
1649,1650
1649,1108
1649,2568
1649,1748
1649,2899
1649,3477
1649,3083
1649,63
1649,822
1649,3927
1649,1465
1649,3928
1649,1466
1649,1468
1649,3929
1649,4312
1649,1317
1649,1316
1649,1314
1649,1315
1649,1361
1649,3587
1649,3586
1859,2175
1859,709
1859,3753
1859,4175
1859,4173
1859,3268
1859,3152
1859,2197
1859,2444
1859,2567
1859,3589
1859,2326
1859,1610
1859,166
1859,4075
1859,3403
1859,1926
1859,1649
1859,437
1859,3836
1859,329
1859,2018
1859,964
1859,3181
1859,1262
1859,245
1859,1650
1859,1108
1859,2568
1859,1748
1859,2899
1859,3477
1859,3083
1859,63
1859,822
1859,3927
1859,1465
1859,3928
1859,1466
1859,1468
1859,3929
1859,4312
1859,1317
1859,1316
1859,1314
1859,1315
1859,1361
1859,3587
1859,3586
437,2175
437,709
437,3753
437,4175
437,4173
437,3268
437,3152
437,2197
437,2444
437,2567
437,3589
437,2326
437,1610
437,166
437,4075
437,3403
437,1926
437,1649
437,1859
437,3836
437,329
437,2018
437,964
437,3181
437,1262
437,245
437,1650
437,1108
437,2568
437,1748
437,2899
437,3477
437,3083
437,63
437,822
437,3927
437,1465
437,3928
437,1466
437,1468
437,3929
437,4312
437,1317
437,1316
437,1314
437,1315
437,1361
437,3587
437,3586
3836,2175
3836,709
3836,3753
3836,4175
3836,4173
3836,3268
3836,3152
3836,2197
3836,2444
3836,2567
3836,3589
3836,2326
3836,1610
3836,166
3836,4075
3836,3403
3836,1926
3836,1649
3836,1859
3836,437
3836,329
3836,2018
3836,964
3836,3181
3836,1262
3836,245
3836,1650
3836,1108
3836,2568
3836,1748
3836,2899
3836,3477
3836,3083
3836,63
3836,822
3836,3927
3836,1465
3836,3928
3836,1466
3836,1468
3836,3929
3836,4312
3836,1317
3836,1316
3836,1314
3836,1315
3836,1361
3836,3587
3836,3586
329,2175
329,709
329,3753
329,4175
329,4173
329,3268
329,3152
329,2197
329,2444
329,2567
329,3589
329,2326
329,1610
329,166
329,4075
329,3403
329,1926
329,1649
329,1859
329,437
329,3836
329,2018
329,964
329,3181
329,1262
329,245
329,1650
329,1108
329,2568
329,1748
329,2899
329,3477
329,3083
329,63
329,822
329,3927
329,1465
329,3928
329,1466
329,1468
329,3929
329,4312
329,1317
329,1316
329,1314
329,1315
329,1361
329,3587
329,3586
2018,2175
2018,709
2018,3753
2018,4175
2018,4173
2018,3268
2018,3152
2018,2197
2018,2444
2018,2567
2018,3589
2018,2326
2018,1610
2018,166
2018,4075
2018,3403
2018,1926
2018,1649
2018,1859
2018,437
2018,3836
2018,329
2018,964
2018,3181
2018,1262
2018,245
2018,1650
2018,1108
2018,2568
2018,1748
2018,2899
2018,3477
2018,3083
2018,63
2018,822
2018,3927
2018,1465
2018,3928
2018,1466
2018,1468
2018,3929
2018,4312
2018,1317
2018,1316
2018,1314
2018,1315
2018,1361
2018,3587
2018,3586
964,2175
964,709
964,3753
964,4175
964,4173
964,3268
964,3152
964,2197
964,2444
964,2567
964,3589
964,2326
964,1610
964,166
964,4075
964,3403
964,1926
964,1649
964,1859
964,437
964,3836
964,329
964,2018
964,3181
964,1262
964,245
964,1650
964,1108
964,2568
964,1748
964,2899
964,3477
964,3083
964,63
964,822
964,3927
964,1465
964,3928
964,1466
964,1468
964,3929
964,4312
964,1317
964,1316
964,1314
964,1315
964,1361
964,3587
964,3586
3181,2175
3181,709
3181,3753
3181,4175
3181,4173
3181,3268
3181,3152
3181,2197
3181,2444
3181,2567
3181,3589
3181,2326
3181,1610
3181,166
3181,4075
3181,3403
3181,1926
3181,1649
3181,1859
3181,437
3181,3836
3181,329
3181,2018
3181,964
3181,1262
3181,245
3181,1650
3181,1108
3181,2568
3181,1748
3181,2899
3181,3477
3181,3083
3181,63
3181,822
3181,3927
3181,1465
3181,3928
3181,1466
3181,1468
3181,3929
3181,4312
3181,1317
3181,1316
3181,1314
3181,1315
3181,1361
3181,3587
3181,3586
1262,2175
1262,709
1262,3753
1262,4175
1262,4173
1262,3268
1262,3152
1262,2197
1262,2444
1262,2567
1262,3589
1262,2326
1262,1610
1262,166
1262,4075
1262,3403
1262,1926
1262,1649
1262,1859
1262,437
1262,3836
1262,329
1262,2018
1262,964
1262,3181
1262,245
1262,1650
1262,1108
1262,2568
1262,1748
1262,2899
1262,3477
1262,3083
1262,63
1262,822
1262,3927
1262,1465
1262,3928
1262,1466
1262,1468
1262,3929
1262,4312
1262,1317
1262,1316
1262,1314
1262,1315
1262,1361
1262,3587
1262,3586
245,709
245,3753
245,4175
245,4173
245,3268
245,3152
245,2444
245,166
245,4075
245,3403
245,1926
245,1649
245,1859
245,437
245,3836
245,329
245,2018
245,964
245,3181
245,1262
245,1108
245,2568
245,1748
245,2899
245,3477
245,3083
245,63
245,822
245,3927
245,3928
245,1466
245,3929
245,4312
245,1317
245,1316
245,1314
245,1315
245,3587
245,3586
1650,709
1650,3753
1650,3268
1650,3152
1650,2444
1650,166
1650,4075
1650,3403
1650,1926
1650,1649
1650,1859
1650,437
1650,3836
1650,329
1650,2018
1650,964
1650,3181
1650,1262
1650,1108
1650,2568
1650,1748
1650,2899
1650,3477
1650,3083
1650,63
1650,822
1650,3927
1650,4312
1650,1317
1650,3587
1650,3586
1108,2175
1108,709
1108,3753
1108,4175
1108,4173
1108,3268
1108,3152
1108,2197
1108,2444
1108,3589
1108,2326
1108,1610
1108,166
1108,4075
1108,3403
1108,1926
1108,1649
1108,1859
1108,437
1108,3836
1108,329
1108,2018
1108,964
1108,3181
1108,1262
1108,245
1108,1650
1108,2568
1108,1748
1108,2899
1108,3477
1108,3083
1108,63
1108,822
1108,3927
1108,1465
1108,3928
1108,1466
1108,1468
1108,3929
1108,4312
1108,1317
1108,1316
1108,1314
1108,1315
1108,1361
1108,567
1108,566
1108,565
1108,564
1108,563
1108,3587
1108,3586
2568,2175
2568,709
2568,3753
2568,4175
2568,4173
2568,3268
2568,3152
2568,2197
2568,2444
2568,2567
2568,3589
2568,2326
2568,1610
2568,166
2568,4075
2568,3403
2568,1926
2568,1649
2568,1859
2568,437
2568,3836
2568,329
2568,2018
2568,964
2568,3181
2568,1262
2568,245
2568,1650
2568,1108
2568,1748
2568,2899
2568,3477
2568,3083
2568,63
2568,822
2568,3927
2568,1465
2568,3928
2568,1466
2568,1468
2568,3929
2568,4312
2568,1317
2568,1316
2568,1314
2568,1315
2568,1361
2568,567
2568,566
2568,565
2568,564
2568,563
2568,3587
2568,3586
1748,2175
1748,709
1748,3753
1748,4175
1748,4173
1748,3268
1748,3152
1748,2197
1748,2444
1748,2567
1748,3589
1748,2326
1748,1610
1748,166
1748,4075
1748,3403
1748,1926
1748,1649
1748,1859
1748,437
1748,3836
1748,329
1748,2018
1748,964
1748,3181
1748,1262
1748,245
1748,1650
1748,1108
1748,2568
1748,2899
1748,3477
1748,3083
1748,63
1748,822
1748,3927
1748,1465
1748,3928
1748,1466
1748,1468
1748,3929
1748,4312
1748,1317
1748,1316
1748,1314
1748,1315
1748,1361
1748,567
1748,566
1748,565
1748,564
1748,563
1748,3587
1748,3586
2899,2175
