node,child
977,4978
1856,4978
4978,977
2631,3953
4979,2656
4979,1757
2656,4979
2656,1757
3173,1487
90,364
5154,5444
3770,2053
2902,5398
3824,3061
4794,3071
463,130
463,5434
463,2286
130,463
130,5434
130,2286
5434,463
5434,2286
2286,130
2286,5434
6102,3887
6102,4631
3887,4631
4631,6102
4980,3412
4980,4645
3913,3412
3913,4645
3412,4645
4645,4980
4645,3913
5227,3144
2682,1898
619,2055
4488,5395
4488,4981
4488,3686
5395,3686
4981,4488
3686,4488
4982,982
139,3831
719,4983
719,3978
4983,3978
3978,719
3803,2056
4257,5110
1632,984
5346,3919
3970,4683
4984,5715
4984,4701
4984,3993
5715,4701
5715,3993
4701,4984
4701,3993
3993,4984
3993,5715
3993,4701
2339,2057
2339,1501
2057,1501
1501,2339
2058,5090
2058,3612
2058,1923
5090,3612
5090,1923
3612,2058
3612,1923
1923,2058
1923,5090
1923,3612
4985,1586
3463,1586
5253,831
1710,4625
1710,5947
4625,5947
5947,1710
1731,985
4986,4000
4986,2059
4000,2059
2059,4986
4750,3189
439,4023
327,1378
5727,1575
4987,2060
4987,3347
2060,3347
3347,4987
3640,1197
498,3643
2236,3354
2236,1597
3354,986
3354,1597
511,1597
986,1597
1597,2236
1597,3354
2061,3279
2061,4988
2061,518
3279,4988
3279,518
4988,2061
4988,518
518,2061
518,3279
518,4988
5578,4989
2062,2459
3749,4990
3749,2063
4990,2063
2063,3749
5866,5350
2064,2463
396,165
4991,3906
4991,2311
4991,198
3906,2311
3906,198
2311,4991
2311,198
198,4991
198,3906
198,2311
204,5208
204,817
5208,817
817,204
684,4659
3949,1426
3949,4669
1426,4669
4669,3949
5499,4803
5499,4287
4803,3989
4803,4287
4287,3989
4287,5499
4287,4803
2065,3220
2066,1900
2066,289
1900,2215
1900,289
289,2215
289,2066
3836,2546
3836,4992
2546,624
2546,5394
2546,4992
624,2546
624,5394
5394,2546
4992,3836
4182,4555
4182,2651
4182,987
4555,2651
4555,987
2651,4182
2651,987
987,4182
987,4555
987,2651
5808,2067
2734,4995
2068,4919
2068,2007
2068,653
4570,2685
5156,3753
6113,3065
3875,1368
3688,2069
2737,989
2737,2070
2737,1281
2737,4993
2737,3590
2737,2534
989,2070
989,1281
989,4993
989,3590
2070,2737
2070,1281
2070,4993
2070,3590
2070,2534
1281,2737
1281,989
1281,2070
1281,4993
1281,3590
1281,2534
4993,2737
4993,989
4993,2070
4993,1281
3590,2737
3590,989
3590,2070
3590,1281
2534,2737
2534,2070
2534,1281
4084,4994
4997,690
4997,2435
690,4997
690,2435
5228,2686
5228,4281
2686,4281
4281,5228
1823,1732
1823,3414
1823,4998
1732,3414
1732,4998
3414,1823
3414,4998
4998,1823
4998,1732
3801,377
1438,3971
1438,4280
1438,3420
3971,4280
4280,1438
4280,3420
3420,1438
3420,4280
2652,1616
2416,4131
376,2749
376,803
2749,803
803,376
5944,2558
606,991
5001,991
5001,5481
991,5481
5481,5001
5205,4247
4686,714
2072,4774
3622,1184
5002,585
5002,993
585,5002
2997,1258
2963,5651
3298,3741
4277,5226
5353,77
5003,4535
1913,2690
1913,5004
1913,5692
2690,5004
2690,5692
5004,1913
5004,2690
5004,5692
5692,1913
5692,5004
462,2073
209,2075
1773,5005
5354,3723
2287,5101
2287,5483
2287,4580
2287,5686
2287,612
5101,5483
5101,4580
5101,5686
5101,612
5483,2287
5483,4580
5483,5686
5483,612
4580,2287
4580,5101
4580,5483
4580,5686
4580,612
5686,2287
5686,5101
5686,5483
5686,4580
5686,612
612,2287
612,5101
612,5483
612,4580
612,5686
6017,3145
5006,615
1889,4587
1889,141
4587,141
141,1889
1799,2214
1799,2302
1799,5007
1799,996
2302,2214
2302,1799
2302,5007
5007,2214
5007,2302
5007,996
996,2214
996,1799
5997,3943
5229,4684
5267,1508
5267,2137
5267,5008
5267,4748
1508,2137
1508,5008
1508,4748
2137,5267
2137,5008
2137,4748
2342,4312
5008,5267
5008,1508
5008,2137
5008,4748
4748,5267
4748,1508
4748,2137
4748,5008
4417,2691
4417,2
2691,2
2,4417
5009,5669
1712,5197
1716,5010
4078,2821
4078,4767
2821,4767
4767,4078
3879,2211
3879,1375
1375,2211
1906,1340
1906,5184
1340,5184
5184,1906
5012,998
3902,1829
3529,3585
2335,2076
2335,276
2076,276
276,2335
40,2513
5693,4607
5693,5487
5693,2306
4607,5487
4607,2306
5487,5693
5487,4607
5487,2306
2306,5693
2306,5487
4636,190
5186,5540
5540,5014
5540,3846
3846,5540
329,1245
329,5015
329,4504
329,5667
329,3366
329,59
1245,5015
1245,4504
1245,5667
1245,3366
1245,59
5015,329
5015,4504
5015,5667
5015,3366
5015,59
4504,329
4504,1245
4504,5015
4504,5667
4504,3366
4504,59
5667,329
5667,1245
5667,5015
5667,4504
5667,3366
5667,59
3366,329
3366,1245
3366,5015
3366,4504
3366,5667
3366,59
59,329
59,1245
59,5015
59,4504
59,5667
59,3366
2634,5428
2634,2951
5428,2951
2951,2634
4021,3564
4030,1497
4030,4307
1497,4307
4307,4030
3917,5016
51,5785
51,2521
5785,2521
2521,51
4628,5355
4628,180
5355,180
180,4628
1000,3830
2913,4403
255,2078
5356,2635
3377,5828
3847,1828
3847,4592
3847,2079
3847,3072
3847,5688
1828,3847
1828,4592
1828,2079
1828,3072
1828,5688
4592,3847
4592,2079
4592,3072
4592,5688
2079,3847
2079,1828
2079,3072
2079,5688
3663,3550
3663,2636
3550,2636
2636,3663
5815,1627
1285,5848
1001,1322
1001,5018
1322,5018
5018,1001
379,128
3136,821
1746,1002
1746,3974
1002,3974
3974,1746
3072,1828
3072,4592
3072,2079
3072,5688
5688,3847
5688,1828
5688,4592
5688,2079
4065,3192
1638,5020
1638,1846
5020,1846
1846,1638
1304,371
2083,5681
2083,2273
5681,2083
5681,2273
2273,5681
3807,3305
3083,1003
3083,1358
1003,1358
1358,3083
5145,797
4076,3343
4076,5557
3343,5557
5557,4076
3020,4537
2085,108
2085,2275
108,2275
2275,2085
5429,2148
5597,5024
5597,3899
5597,5201
5597,469
1323,3809
613,5023
613,2087
5023,2087
2087,613
5024,3899
5024,5201
5024,469
3899,5597
3899,5024
3899,5201
3899,469
5201,5597
5201,3899
5201,469
469,5597
469,5024
469,3899
469,5201
1453,428
5706,4663
6007,423
2822,245
2822,2324
2822,3975
245,2324
245,3975
2324,2822
2324,3975
3975,2822
3975,245
3975,2324
3149,717
3979,5234
3979,1006
5234,1006
1006,3979
4734,5025
2447,1506
4743,3251
4318,5409
4318,2344
5409,2344
2344,4318
4670,2088
4670,5707
2088,5707
720,1445
5547,5026
2510,36
2510,3355
36,3355
3355,2510
5242,3996
2089,83
5852,1648
1648,3757
2919,5358
3087,1366
2090,5454
5788,1232
5469,4145
5871,118
3416,223
1874,5513
1874,1780
1874,5028
1874,4048
1874,4747
1780,5266
1780,5513
1780,1874
1780,5028
1780,4048
1780,4747
5028,5266
5028,5513
5028,1874
5028,1780
5028,4048
5028,4747
4048,5266
4048,1874
4048,1780
4048,5028
4048,4747
4747,5266
4747,5513
4747,1874
4747,1780
4747,5028
4747,4048
2092,4688
2092,716
2092,5029
4688,716
4688,5029
716,2092
716,5029
5029,2092
5029,4688
5029,716
1594,2233
4159,1267
5945,3407
5945,2397
3407,5945
3407,2397
2397,5822
4662,3132
3763,1867
3763,5679
3763,3032
3763,99
1867,5679
1867,3032
1867,99
5679,3763
5679,3032
5679,99
3032,3763
3032,1867
3032,5679
3032,99
99,3763
99,1867
99,5679
99,3032
1704,4391
3006,5361
5977,3921
682,5032
2201,1699
2201,2643
2201,5935
2201,1017
4453,5125
2921,4406
5973,1876
5973,2093
1876,2093
2093,5973
3131,687
5673,2735
2735,4925
1656,3767
3935,5034
6098,3754
3341,767
140,2823
2278,3390
2278,1011
2278,5165
2278,4193
3390,1011
3390,5165
3390,4193
1011,2278
1011,5165
1011,4193
5165,2278
5165,3390
5165,1011
5165,4193
4193,2278
4193,3390
4193,1011
4193,5165
6119,3098
5035,2346
5035,5264
2346,5264
5264,5035
4611,2760
1851,4201
3724,1012
3724,331
1012,331
331,3724
4605,3868
3997,1754
5036,5534
5036,294
5534,294
294,5036
2097,1690
2097,3310
2097,3843
2097,5366
1690,3310
1690,3843
1690,5366
3310,2097
3310,3843
3310,5366
3843,2097
3843,1690
3843,3310
3843,5366
5366,2097
5366,1690
5366,3310
5366,3843
2549,147
2098,4761
2098,2699
2098,5723
4761,2699
4761,5723
2699,2098
2699,5723
5723,2098
5723,4761
5723,2699
3128,1417
157,5690
4308,4739
4308,5038
4308,2153
4739,5038
4739,2153
5038,4308
5038,2153
2153,4308
2153,4739
2153,5038
4443,2974
2511,5768
5768,5463
123,601
123,3799
123,5039
123,2464
601,123
601,5039
601,5609
3799,5039
3799,2464
3799,5609
5039,123
5039,601
5039,2464
5039,5609
2464,123
2464,3799
2464,5039
2464,5609
5609,601
5609,3799
5609,5039
5609,2464
5040,5542
1066,723
45,5130
668,3907
1606,3282
1606,4128
3282,4128
4128,1606
97,5851
5570,1601
2824,5188
250,1459
5041,1568
3312,5552
2794,2925
4709,1473
4709,3431
4709,1015
4709,1760
4709,5043
1473,3431
1473,1015
1473,1760
1473,5043
34,4458
5139,1260
3431,4709
3431,1760
3431,5043
1015,4709
1015,1473
1015,1760
1015,5043
1760,4709
1760,1473
1760,3431
1760,1015
1760,5043
5043,4709
5043,1473
5043,3431
5043,1015
5043,1760
1016,3432
5585,5044
3818,3054
2101,1796
5702,191
5702,2764
3009,3728
3009,3376
3009,1268
3728,3376
3728,1268
3376,3009
3376,1268
1268,3009
1268,3728
1268,3376
1699,2643
1699,5935
1699,1017
2643,2201
2643,5935
2643,1017
5935,2201
5935,1699
5935,1017
1017,2201
1017,1699
1017,2643
1017,5935
3319,5047
191,2764
2764,5702
2195,771
3349,1018
711,2440
2440,5230
3667,4465
1705,2759
199,2481
1020,1802
1020,1591
1802,1591
1591,1020
1021,4593
1186,2964
5119,2230
5119,4099
5119,1022
2230,4099
2230,1022
4099,5119
4099,1022
1022,5119
1022,2230
1022,4099
750,4735
5183,1688
3287,2418
3287,536
2418,536
536,3287
536,3695
5050,1321
5051,737
4229,2304
1790,4079
1790,769
769,1790
4407,2928
5373,4303
5373,1023
2704,5241
387,2428
3960,5052
4702,730
1541,1027
1612,4133
3164,4289
1894,1325
5055,3939
334,1598
2107,5571
1059,701
5054,3878
542,4372
485,1579
3626,4428
4374,5817
4374,1057
5817,1057
1057,4374
5580,576
5580,5057
5580,2739
5580,1807
5580,1029
576,5057
576,2739
576,1807
576,1029
5057,5580
5057,2739
5057,1807
5057,1029
2739,5580
2739,576
2739,5057
2739,1807
2739,1029
1807,5580
1807,576
1807,5057
1807,2739
1807,1029
1029,5580
1029,576
1029,5057
1029,2739
1029,1807
3798,4569
3798,3049
1030,3435
1897,776
4176,2267
5613,5564
5613,468
5613,5538
5564,468
5564,5538
468,5613
468,5538
5538,5613
5538,5564
5538,468
3322,4650
567,5059
4218,3075
5707,4670
4433,345
3668,4466
3703,2109
5060,1032
5060,1640
1032,5060
1032,1640
2826,2110
3049,3798
5466,2417
5466,4484
2417,4484
4484,5466
6002,5376
3236,3717
531,2111
4521,3717
5064,1035
5064,4013
4013,5064
515,4464
2644,1651
1424,416
2389,6075
1309,373
3942,1422
2645,5065
2645,1588
5065,1588
1588,2645
4664,694
2569,409
4303,1023
3408,3578
2196,4289
697,1824
1703,1036
1703,3869
1036,3869
3869,1703
1037,2231
1037,3350
2231,3350
3350,1037
2936,4370
440,2121
440,274
5948,2950
2937,2938
5966,5378
5966,2939
5378,2939
2939,5966
566,5839
5382,3649
4497,1618
5446,1749
5446,2649
2114,5067
5813,1838
1038,3864
1038,1702
1038,5399
3864,1702
3864,5399
1702,1038
1702,5399
5399,1038
5399,3864
5399,1702
637,1354
2219,5678
5868,2646
5868,1662
2646,1662
1662,5868
3264,3246
3264,2310
3264,5956
3246,2310
3246,5956
2310,3264
2310,5956
5956,3264
5956,3246
3844,1341
3844,2136
3844,628
3844,4214
1341,2136
1341,628
1341,4214
2136,3844
2136,628
2136,4214
628,3844
628,1341
628,4214
4214,3844
4214,1341
4214,2136
4214,628
2709,1877
2709,3853
2709,3076
2709,2115
1877,3853
1877,3076
1877,2115
3853,2709
3853,3076
3853,2115
3076,2709
3076,1877
3076,3853
3076,2115
2115,2709
2115,1877
2115,3853
2115,3076
2116,4223
3858,5069
3860,2942
3405,5068
2117,2762
2117,4622
2117,5697
2762,4622
2762,5697
4622,2117
4622,5697
5697,2117
5697,2762
5697,4622
3114,2647
3581,3961
3581,6010
3581,1039
3961,6010
3961,1039
2648,5561
6010,3581
6010,1039
1039,3581
1039,3961
1039,6010
705,4677
705,5070
2321,4677
2321,5070
2321,3965
4677,5070
4677,3965
5070,705
5070,2321
5070,3965
3965,2321
3965,4677
3965,5070
2323,4800
1749,2649
2649,5446
1833,2782
3172,5071
1040,4072
1040,5384
4072,5384
5384,1040
5541,3646
4643,3909
1847,4493
1847,5072
4493,5072
5072,1847
2121,274
274,440
4174,2266
213,3934
5385,4736
2799,1892
2799,837
1892,837
837,2799
2197,5173
3230,2981
4560,5163
3918,1405
5073,2123
2965,10
5477,1291
5477,4178
5477,1044
5477,2126
5477,5853
5477,3029
1291,4178
1291,1044
1291,2126
1291,5853
1291,3029
4178,5477
4178,1044
4178,2126
4178,5853
4178,3029
1044,5477
1044,1291
1044,2126
1044,5853
1044,3029
2126,5477
2126,1291
2126,4178
2126,1044
2126,5853
2126,3029
5853,5477
5853,1291
5853,4178
5853,1044
5853,2126
5853,3029
3029,5477
3029,1291
3029,4178
3029,1044
3029,2126
3029,5853
5074,512
84,3017
5677,98
5674,565
5674,87
565,87
87,5674
2124,2745
2124,3780
2124,4381
2745,2124
2745,4381
3780,4381
4381,2124
4381,2745
1800,3795
4204,5177
1045,2125
1045,5075
2125,5075
5075,1045
2790,267
4035,3565
1583,3348
5076,5529
3307,5178
3307,3826
3307,5077
5178,3826
5178,5077
3826,3307
3826,5077
5077,3307
5077,5178
5077,3826
569,1047
602,5433
2457,67
5079,1049
5079,2242
5079,2128
1049,2242
1049,2128
2242,5079
2242,2128
2242,794
2128,5079
2128,1049
2128,794
794,2242
794,2128
5080,3276
3276,5123
1672,5169
6066,2945
5901,5410
1869,5084
1869,4707
1869,2130
1869,4002
1869,5390
5084,4707
5084,2130
5084,4002
5084,5390
4707,1869
4707,2130
4707,4002
4707,5390
2130,1869
2130,5084
2130,4707
2130,4002
2130,5390
4002,1869
4002,5084
4002,4707
4002,2130
4002,5390
5390,1869
5390,5084
5390,4707
5390,2130
5390,4002
1899,3291
3903,1718
435,262
5081,4619
2320,4676
2131,3050
2131,3805
2131,4571
4571,3050
4571,4814
4571,3805
4571,2131
5220,695
2593,272
2593,436
272,436
436,2593
3440,4059
3440,1784
3440,968
4698,5712
5086,1051
5086,4640
1051,5086
1051,4640
2722,5658
2722,2827
2722,2132
2722,3654
2722,27
2722,2232
5658,2827
5658,2132
5658,3654
5658,27
5658,2232
2827,2722
2827,2132
2827,3654
2827,27
2827,2232
2132,2722
2132,5658
2132,2827
2132,3654
2132,27
2132,2232
3654,2722
3654,5658
3654,2827
3654,2132
3654,27
3654,2232
27,2722
27,5658
27,2827
27,2132
27,3654
27,2232
2232,2722
2232,5658
2232,2827
2232,2132
2232,3654
2232,27
5087,607
5087,2544
607,5087
607,2544
2199,3126
3638,2133
844,296
844,2803
296,2803
2803,844
2955,1174
5684,4572
2134,154
5089,1052
1569,4004
1569,3333
4004,3333
3333,1569
4704,2713
4250,1725
